fips,State,Year,Male life expectancy (years),Female life expectancy (years),White male life expectancy (years),White female life expectancy (years),Black male life expectancy (years),Black female life expectancy (years),Male life expectancy change 1987 to 2009 (years),Female life expectancy change 1987 to 2009 (years)
16000,Idaho,2000,76.1,80.4,76.2,80.5,,,4.3,2.1
16000,Idaho,2001,75.8,80.7,75.9,80.8,,,4.3,2.1
16000,Idaho,2002,76.5,80.6,76.6,80.6,,,4.3,2.1
16000,Idaho,2003,76,80.4,76,80.5,,,4.3,2.1
16000,Idaho,2004,76.6,81.1,76.6,81.1,,,4.3,2.1
16000,Idaho,2005,76.3,81.1,76.3,81.1,,,4.3,2.1
16000,Idaho,2006,76.6,81.3,76.5,81.3,,,4.3,2.1
16000,Idaho,2007,77.3,81,77.3,81,,,4.3,2.1
16000,Idaho,2008,77.4,81.2,77.4,81.2,,,4.3,2.1
16000,Idaho,2009,77.6,81.8,77.6,81.7,,,4.3,2.1
17000,Illinois,1987,71.2,78,72.4,78.9,63,72.3,5.1,3.4
17000,Illinois,1988,70.9,77.9,72.2,78.9,61.8,71.7,5.1,3.4
17000,Illinois,1989,71.1,78.1,72.6,79.2,61.9,71.7,5.1,3.4
17000,Illinois,1990,71.3,78.4,72.9,79.5,61.7,71.9,5.1,3.4
17000,Illinois,1991,71.5,78.4,73,79.4,61.7,72.2,5.1,3.4
17000,Illinois,1992,71.9,78.7,73.6,79.7,62.1,72.9,5.1,3.4
17000,Illinois,1993,71.7,78.5,73.2,79.6,61.8,72.3,5.1,3.4
17000,Illinois,1994,71.7,78.6,73.3,79.6,62.3,72.7,5.1,3.4
17000,Illinois,1995,72.1,78.7,73.5,79.7,63,72.7,5.1,3.4
17000,Illinois,1996,72.8,78.9,74.2,79.9,63.7,73.2,5.1,3.4
17000,Illinois,1997,73.4,79.5,74.7,80.4,64.8,74.1,5.1,3.4
17000,Illinois,1998,73.5,79.3,74.7,80.2,65,74,5.1,3.4
17000,Illinois,1999,73.5,79.3,74.7,80.1,64.9,74,5.1,3.4
17000,Illinois,2000,73.9,79.4,75,80.3,66.2,74.1,5.1,3.4
17000,Illinois,2001,74.2,79.7,75.3,80.5,66.2,74.3,5.1,3.4
17000,Illinois,2002,74.3,79.8,75.4,80.6,66.5,74.5,5.1,3.4
17000,Illinois,2003,74.6,80,75.7,80.8,66.5,74.7,5.1,3.4
17000,Illinois,2004,75.2,80.4,76.1,81.2,68.1,74.9,5.1,3.4
17000,Illinois,2005,75.2,80.4,76.1,81.1,67.9,75.5,5.1,3.4
17000,Illinois,2006,75.5,80.6,76.5,81.2,67.9,75.9,5.1,3.4
17000,Illinois,2007,75.9,80.8,76.9,81.5,68.3,76,5.1,3.4
17000,Illinois,2008,75.9,80.9,76.7,81.4,68.9,76.8,5.1,3.4
17000,Illinois,2009,76.3,81.4,77.1,81.9,69.7,77.2,5.1,3.4
18000,Indiana,1987,71.4,78.5,71.9,78.8,64.9,74,3.5,1.5
18000,Indiana,1988,71.4,78.2,71.8,78.5,64.7,72.9,3.5,1.5
18000,Indiana,1989,72,78.6,72.4,79.1,65.3,72.7,3.5,1.5
18000,Indiana,1990,71.9,78.8,72.3,79.2,65.5,74.2,3.5,1.5
18000,Indiana,1991,72.1,78.6,72.7,79.1,64.5,72.6,3.5,1.5
18000,Indiana,1992,72.4,79.1,73,79.6,64.5,73.7,3.5,1.5
18000,Indiana,1993,72.3,78.7,72.8,79.1,65.2,73.5,3.5,1.5
18000,Indiana,1994,72.5,78.8,73.1,79.3,64,73.8,3.5,1.5
18000,Indiana,1995,72.5,78.5,73.1,79,64.9,73.2,3.5,1.5
18000,Indiana,1996,73,78.8,73.5,79.3,65.6,73.6,3.5,1.5
18000,Indiana,1997,73.1,79,73.7,79.2,66.2,75.3,3.5,1.5
18000,Indiana,1998,73.3,79.1,74,79.5,65.8,73.8,3.5,1.5
18000,Indiana,1999,73.3,78.8,73.9,79.1,66.3,74.4,3.5,1.5
18000,Indiana,2000,73.5,78.8,73.9,79,67.1,75,3.5,1.5
18000,Indiana,2001,73.6,79.1,74.1,79.3,66.1,75.2,3.5,1.5
18000,Indiana,2002,73.9,79,74.3,79.4,67.2,74.9,3.5,1.5
18000,Indiana,2003,73.8,79.1,74.3,79.4,66.7,74.9,3.5,1.5
18000,Indiana,2004,74.3,79.5,74.8,79.8,67.7,76,3.5,1.5
18000,Indiana,2005,74.1,79.4,74.5,79.7,67.6,75.5,3.5,1.5
18000,Indiana,2006,74.2,79.5,74.6,79.8,67.3,76,3.5,1.5
18000,Indiana,2007,74.7,80,75.1,80.3,69.1,75.8,3.5,1.5
18000,Indiana,2008,74.6,79.9,74.9,80.1,68.7,76.8,3.5,1.5
18000,Indiana,2009,74.9,80,75.3,80.2,69.9,76.5,3.5,1.5
19000,Iowa,1987,73.3,80.3,73.3,80.4,68.9,71,3.8,1.6
19000,Iowa,1988,73.3,80.3,73.3,80.3,68.3,75.7,3.8,1.6
19000,Iowa,1989,73.8,80.4,73.8,80.5,67.7,73.5,3.8,1.6
19000,Iowa,1990,74.1,80.9,74.2,81,67.3,74.8,3.8,1.6
19000,Iowa,1991,74,80.6,74.1,80.7,66.8,75.7,3.8,1.6
19000,Iowa,1992,74.6,81,74.6,81.2,70.5,77,3.8,1.6
19000,Iowa,1993,74.4,80.9,74.5,81,68.6,72.9,3.8,1.6
19000,Iowa,1994,74.2,80.8,74.4,80.9,66.6,75.9,3.8,1.6
19000,Iowa,1995,74.5,80.6,74.7,80.7,64.2,74.9,3.8,1.6
19000,Iowa,1996,74.9,80.7,75,80.8,65,75.9,3.8,1.6
19000,Iowa,1997,75.2,81.2,75.3,81.3,67.6,76.4,3.8,1.6
19000,Iowa,1998,75.3,80.8,75.4,80.9,66.1,73.9,3.8,1.6
19000,Iowa,1999,75.6,80.8,75.8,81,66,73.2,3.8,1.6
19000,Iowa,2000,75.8,81.2,75.8,81.3,71.6,73.4,3.8,1.6
19000,Iowa,2001,76.2,81.2,76.2,81.3,68.2,75.2,3.8,1.6
19000,Iowa,2002,76.1,81.5,76.1,81.6,69.3,73.8,3.8,1.6
19000,Iowa,2003,76.2,81.4,76.3,81.5,68.5,73,3.8,1.6
19000,Iowa,2004,76.8,82,76.8,82.1,72.9,73.4,3.8,1.6
19000,Iowa,2005,76.3,81.4,76.4,81.4,69.2,75.9,3.8,1.6
19000,Iowa,2006,76.8,81.6,76.9,81.7,69.1,78,3.8,1.6
19000,Iowa,2007,77,81.8,77.1,81.9,68.6,75.9,3.8,1.6
19000,Iowa,2008,76.6,81.6,76.7,81.7,71.3,78.2,3.8,1.6
19000,Iowa,2009,77,81.9,77.1,82,68.9,75.3,3.8,1.6
20000,Kansas,1987,73,79.9,73.4,80.1,64.9,74.6,3,0.8
20000,Kansas,1988,73,79.7,73.3,80,66.2,73.8,3,0.8
20000,Kansas,1989,73.5,79.7,73.8,80,67.5,75.1,3,0.8
20000,Kansas,1990,73.5,80.3,73.8,80.5,66.3,75.2,3,0.8
20000,Kansas,1991,73.3,80.2,73.7,80.5,64.5,73.7,3,0.8
20000,Kansas,1992,74.1,80.1,74.5,80.5,65.2,74.6,3,0.8
20000,Kansas,1993,73.6,79.9,74.1,80.3,64.4,73.1,3,0.8
20000,Kansas,1994,73.9,79.9,74.4,80.3,63.9,73.9,3,0.8
20000,Kansas,1995,74,80.3,74.4,80.5,64,76.1,3,0.8
20000,Kansas,1996,74.1,79.9,74.5,80.3,64.1,72.2,3,0.8
20000,Kansas,1997,74.2,80.6,74.6,80.9,65.9,75,3,0.8
20000,Kansas,1998,74.4,80.5,74.8,80.7,65.5,75.7,3,0.8
20000,Kansas,1999,74.7,80.1,75,80.4,67.3,74.7,3,0.8
20000,Kansas,2000,74.9,80.2,75.2,80.4,65.9,75,3,0.8
20000,Kansas,2001,74.8,80,75.2,80.3,66,74.8,3,0.8
20000,Kansas,2002,74.9,80,75.2,80.2,65.9,74.5,3,0.8
20000,Kansas,2003,75.3,80.2,75.5,80.5,67.2,74.2,3,0.8
20000,Kansas,2004,75.5,80.3,75.8,80.5,67.4,76.1,3,0.8
20000,Kansas,2005,75.3,80.2,75.7,80.4,66.8,75.8,3,0.8
20000,Kansas,2006,75.5,80.3,76,80.6,66.7,74.2,3,0.8
20000,Kansas,2007,75.6,80.5,75.9,80.8,68,76,3,0.8
20000,Kansas,2008,75.6,80.7,75.9,80.9,67.8,76.8,3,0.8
20000,Kansas,2009,76,80.7,76.3,81,68,76.5,3,0.8
21000,Kentucky,1987,70.1,78,70.3,78.3,65.2,73.7,3.2,0.6
21000,Kentucky,1988,70.2,77.6,70.5,77.9,64.8,72.7,3.2,0.6
21000,Kentucky,1989,70.6,77.7,70.9,77.9,65.3,74.1,3.2,0.6
21000,Kentucky,1990,70.8,78.1,71,78.4,66,73.9,3.2,0.6
21000,Kentucky,1991,70.8,78.1,71.1,78.4,65.4,73.6,3.2,0.6
21000,Kentucky,1992,71.3,78.4,71.5,78.7,66.9,74,3.2,0.6
21000,Kentucky,1993,71.1,78.1,71.3,78.3,66.3,74.9,3.2,0.6
21000,Kentucky,1994,71.4,77.9,71.8,78.2,65.4,73.4,3.2,0.6
21000,Kentucky,1995,71.4,78.3,71.7,78.6,66.4,75,3.2,0.6
21000,Kentucky,1996,71.6,78.5,71.9,78.8,66.4,75.2,3.2,0.6
21000,Kentucky,1997,71.8,78.4,72.1,78.7,66.4,73.9,3.2,0.6
21000,Kentucky,1998,72.3,78.4,72.5,78.7,68,74.6,3.2,0.6
21000,Kentucky,1999,72.2,78.3,72.4,78.5,67.2,74,3.2,0.6
21000,Kentucky,2000,72.3,78.2,72.5,78.5,67.8,74.2,3.2,0.6
21000,Kentucky,2001,72.3,78,72.5,78.2,68.2,74.7,3.2,0.6
21000,Kentucky,2002,72.1,77.9,72.2,78.1,67.9,74.5,3.2,0.6
21000,Kentucky,2003,72.3,78.2,72.5,78.3,68.5,75.1,3.2,0.6
21000,Kentucky,2004,72.9,78.5,73.1,78.6,68.2,76,3.2,0.6
21000,Kentucky,2005,72.6,78.4,72.7,78.5,68.5,76,3.2,0.6
21000,Kentucky,2006,72.7,78.5,72.9,78.7,67.5,74.9,3.2,0.6
21000,Kentucky,2007,73.1,78.7,73.2,78.9,68.4,75.1,3.2,0.6
21000,Kentucky,2008,73.2,78.6,73.3,78.7,69.4,76.5,3.2,0.6
21000,Kentucky,2009,73.3,78.6,73.4,78.7,69.1,76.1,3.2,0.6
22000,Louisiana,1987,69.5,77.1,71.1,78.7,65,73.2,3.2,1.7
22000,Louisiana,1988,69.2,76.7,70.8,78.2,64.7,73.1,3.2,1.7
22000,Louisiana,1989,69.2,76.5,71.2,78.3,63.9,72.5,3.2,1.7
22000,Louisiana,1990,69.1,77.1,71.4,78.7,63.4,73.3,3.2,1.7
22000,Louisiana,1991,69,77.2,71.1,78.7,63.5,73.7,3.2,1.7
22000,Louisiana,1992,69.5,77.5,71.7,79,64.2,73.8,3.2,1.7
22000,Louisiana,1993,69.2,77,71.6,78.5,63.4,73.2,3.2,1.7
22000,Louisiana,1994,69.7,77.2,71.9,78.8,64.3,73.6,3.2,1.7
22000,Louisiana,1995,69.9,77.1,72.2,78.8,64.4,73.5,3.2,1.7
22000,Louisiana,1996,70.2,77.5,72.3,78.9,65.1,74.3,3.2,1.7
22000,Louisiana,1997,70.6,77.3,72.7,78.8,65.7,73.9,3.2,1.7
22000,Louisiana,1998,70.8,77.3,73,78.9,65.6,73.6,3.2,1.7
22000,Louisiana,1999,71.1,77.4,72.9,78.9,66.5,74.1,3.2,1.7
22000,Louisiana,2000,71.2,77.4,73.1,78.9,66.4,74,3.2,1.7
22000,Louisiana,2001,71,77.3,72.9,78.7,66.4,73.9,3.2,1.7
22000,Louisiana,2002,71,77.3,72.9,78.8,66.5,73.9,3.2,1.7
22000,Louisiana,2003,71.1,77.4,73,78.8,66.3,74.1,3.2,1.7
22000,Louisiana,2004,71.1,77.3,73.1,78.6,66.1,74.4,3.2,1.7
22000,Louisiana,2005,70.8,76.9,72.7,78.4,66,73.6,3.2,1.7
22000,Louisiana,2006,71.4,77.9,73.1,79.2,66.8,74.6,3.2,1.7
22000,Louisiana,2007,71.4,78,73,79.1,67.1,75.4,3.2,1.7
22000,Louisiana,2008,72.2,78.1,73.7,79.2,68.2,75.5,3.2,1.7
22000,Louisiana,2009,72.6,78.7,74.2,79.8,68.6,76.2,3.2,1.7
23000,Maine,1987,72.2,78.9,72.2,78.9,,,4.5,2.7
23000,Maine,1988,72.2,78.8,72.2,78.8,,,4.5,2.7
23000,Maine,1989,72.6,79.5,72.6,79.4,,,4.5,2.7
23000,Maine,1990,73.3,79.8,73.3,79.8,,,4.5,2.7
23000,Maine,1991,73.2,79.9,73.2,79.9,,,4.5,2.7
23000,Maine,1992,73.8,80.1,73.8,80.1,,,4.5,2.7
23000,Maine,1993,73.5,79.9,73.6,79.9,,,4.5,2.7
23000,Maine,1994,73.8,79.6,73.8,79.6,,,4.5,2.7
23000,Maine,1995,74,80.1,74,80.1,,,4.5,2.7
23000,Maine,1996,74.6,80.3,74.5,80.2,,,4.5,2.7
23000,Maine,1997,74.8,80,74.7,80,,,4.5,2.7
23000,Maine,1998,74.5,80.3,74.5,80.3,,,4.5,2.7
23000,Maine,1999,75.1,80,75.1,80,,,4.5,2.7
23000,Maine,2000,75.4,80,75.4,80,,,4.5,2.7
23000,Maine,2001,75.3,80.3,75.3,80.3,,,4.5,2.7
23000,Maine,2002,75,80.2,75,80.2,,,4.5,2.7
23000,Maine,2003,75.7,80.5,75.7,80.5,,,4.5,2.7
23000,Maine,2004,75.7,80.5,75.7,80.6,,,4.5,2.7
23000,Maine,2005,75.3,80.2,75.3,80.2,,,4.5,2.7
23000,Maine,2006,75.8,80.9,75.8,80.9,,,4.5,2.7
23000,Maine,2007,76.2,81.2,76.2,81.2,,,4.5,2.7
23000,Maine,2008,76.4,81.3,76.4,81.3,,,4.5,2.7
23000,Maine,2009,76.7,81.6,76.7,81.6,,,4.5,2.7
24000,Maryland,1987,70.7,77.3,72.3,78.3,65,73.5,5.2,3.8
24000,Maryland,1988,70.7,77.4,72.3,78.6,64.6,73.3,5.2,3.8
24000,Maryland,1989,71,77.8,72.9,78.9,64.5,73.9,5.2,3.8
24000,Maryland,1990,71.4,78.2,73.3,79.4,64.9,74,5.2,3.8
24000,Maryland,1991,71.6,78.5,73.6,79.7,64.8,74.4,5.2,3.8
24000,Maryland,1992,71.8,78.3,73.9,79.5,65,74.5,5.2,3.8
24000,Maryland,1993,71.5,78.3,73.8,79.6,64.4,74.3,5.2,3.8
24000,Maryland,1994,71.7,78.4,73.9,79.7,64.7,74.5,5.2,3.8
24000,Maryland,1995,71.7,78.4,74.1,79.6,64.4,74.6,5.2,3.8
24000,Maryland,1996,72.2,78.7,74.5,80,65.4,74.7,5.2,3.8
24000,Maryland,1997,72.9,78.9,75,80.2,66.4,75.1,5.2,3.8
24000,Maryland,1998,73.2,78.9,75.4,80.2,66.9,75.3,5.2,3.8
24000,Maryland,1999,73.3,79,75.2,80.2,67.6,75.6,5.2,3.8
24000,Maryland,2000,73.7,78.9,75.5,80.1,68.2,75.4,5.2,3.8
24000,Maryland,2001,73.8,79.1,75.5,80.3,68.4,75.8,5.2,3.8
24000,Maryland,2002,74.1,79.2,75.7,80.4,68.7,75.9,5.2,3.8
24000,Maryland,2003,74.1,79.5,75.8,80.6,68.8,76.2,5.2,3.8
24000,Maryland,2004,74.4,79.9,76.1,80.9,69.1,76.7,5.2,3.8
24000,Maryland,2005,74.7,80.1,76.2,81.1,69.8,77.1,5.2,3.8
24000,Maryland,2006,75.1,80,76.5,81,70.4,77.1,5.2,3.8
24000,Maryland,2007,75.2,80.5,76.7,81.5,70.4,77.5,5.2,3.8
24000,Maryland,2008,75.5,80.9,76.8,81.7,71,78.4,5.2,3.8
24000,Maryland,2009,75.9,81.1,77.2,81.9,71.5,78.6,5.2,3.8
25000,Massachusetts,1987,72.3,79.2,72.4,79.3,67.2,75.9,5.8,3.4
25000,Massachusetts,1988,72.3,78.9,72.5,79.1,66.6,74.2,5.8,3.4
25000,Massachusetts,1989,72.9,79.6,73.1,79.7,66.9,75.7,5.8,3.4
25000,Massachusetts,1990,73.3,79.8,73.5,80,67.6,75.3,5.8,3.4
25000,Massachusetts,1991,73.7,80.1,73.9,80.2,67.8,78.4,5.8,3.4
25000,Massachusetts,1992,73.6,80,73.8,80.2,68.2,75.5,5.8,3.4
25000,Massachusetts,1993,73.8,80.1,74,80.1,67.4,78,5.8,3.4
25000,Massachusetts,1994,74,80.2,74.2,80.3,67.6,76.5,5.8,3.4
25000,Massachusetts,1995,74.3,80.3,74.6,80.5,68,76.2,5.8,3.4
25000,Massachusetts,1996,74.7,80.6,74.8,80.7,70.3,78.5,5.8,3.4
25000,Massachusetts,1997,75.3,80.7,75.4,80.8,70.2,77.8,5.8,3.4
25000,Massachusetts,1998,75.5,80.8,75.5,80.9,71.6,78.9,5.8,3.4
25000,Massachusetts,1999,75.6,80.9,75.7,80.9,71.8,78.8,5.8,3.4
25000,Massachusetts,2000,75.8,80.8,75.9,80.8,72.1,78.6,5.8,3.4
25000,Massachusetts,2001,75.8,80.7,75.9,80.8,72,79.4,5.8,3.4
25000,Massachusetts,2002,75.8,81,75.9,81,71.2,78.5,5.8,3.4
25000,Massachusetts,2003,76.1,81.1,76.1,81.1,71.7,78.7,5.8,3.4
25000,Massachusetts,2004,76.5,81.6,76.5,81.5,72.1,80.6,5.8,3.4
25000,Massachusetts,2005,76.9,81.7,76.9,81.7,73.5,79.7,5.8,3.4
25000,Massachusetts,2006,77.2,81.9,77.2,81.9,73.7,80.3,5.8,3.4
25000,Massachusetts,2007,77.3,82.1,77.3,82,74.4,81.7,5.8,3.4
25000,Massachusetts,2008,77.6,82.5,77.7,82.5,74.4,81.1,5.8,3.4
25000,Massachusetts,2009,78.1,82.6,78,82.5,75.5,81.1,5.8,3.4
26000,Michigan,1987,71,77.8,72.3,78.6,62.5,72.5,4.7,2.9
26000,Michigan,1988,71.2,77.8,72.4,78.7,63.4,72.3,4.7,2.9
26000,Michigan,1989,71.5,78,72.9,79,62.8,72.1,4.7,2.9
26000,Michigan,1990,71.8,78.4,73.1,79.3,63.4,73,4.7,2.9
26000,Michigan,1991,71.9,78.5,73.3,79.4,63.3,73.1,4.7,2.9
26000,Michigan,1992,72.3,78.8,73.7,79.8,64.1,73,4.7,2.9
26000,Michigan,1993,72.2,78.6,73.6,79.5,63.6,73,4.7,2.9
26000,Michigan,1994,72.4,78.6,73.9,79.5,63.7,73.3,4.7,2.9
26000,Michigan,1995,72.8,78.8,74.2,79.8,64.3,73.5,4.7,2.9
26000,Michigan,1996,73.2,79,74.4,79.8,65.6,74.1,4.7,2.9
26000,Michigan,1997,73.5,79.1,74.6,80,66.3,73.8,4.7,2.9
26000,Michigan,1998,73.5,79,74.6,79.8,66.3,74.2,4.7,2.9
26000,Michigan,1999,73.6,78.9,74.7,79.7,66.1,74,4.7,2.9
26000,Michigan,2000,73.9,79.1,75,79.9,66.8,74,4.7,2.9
26000,Michigan,2001,74.1,79.4,75.2,80.2,67.1,74.4,4.7,2.9
26000,Michigan,2002,74.2,79.3,75.3,80.1,67,74.3,4.7,2.9
26000,Michigan,2003,74.5,79.6,75.4,80.3,67.5,75.2,4.7,2.9
26000,Michigan,2004,75,79.9,76,80.7,68.3,75.2,4.7,2.9
26000,Michigan,2005,74.9,79.7,76,80.4,67.9,75.4,4.7,2.9
26000,Michigan,2006,75.1,80,76.1,80.7,68,75.6,4.7,2.9
26000,Michigan,2007,75.2,80.2,76.1,81,68.2,75.5,4.7,2.9
26000,Michigan,2008,75.5,80.2,76.4,80.9,68.7,76,4.7,2.9
26000,Michigan,2009,75.7,80.7,76.6,81.3,68.7,76.5,4.7,2.9
27000,Minnesota,1987,74.1,80.5,74.3,80.6,68.2,75.4,4.4,2.8
27000,Minnesota,1988,74,80.5,74.1,80.6,67.8,73.7,4.4,2.8
27000,Minnesota,1989,74.5,81,74.7,81.2,67.1,75.7,4.4,2.8
27000,Minnesota,1990,74.6,80.9,74.9,81,64.5,75.2,4.4,2.8
27000,Minnesota,1991,74.6,81,74.8,81.2,66.1,73.7,4.4,2.8
27000,Minnesota,1992,75,81.3,75.2,81.5,68,74.3,4.4,2.8
27000,Minnesota,1993,75,81.2,75.3,81.4,67.3,75,4.4,2.8
27000,Minnesota,1994,75.1,81,75.4,81.2,65.5,74,4.4,2.8
27000,Minnesota,1995,75,81,75.4,81.2,67.1,76.8,4.4,2.8
27000,Minnesota,1996,75.5,81.3,75.7,81.5,67.4,75.2,4.4,2.8
27000,Minnesota,1997,76,81.5,76.3,81.7,69.3,74.6,4.4,2.8
27000,Minnesota,1998,76.2,81.4,76.6,81.6,68.8,75.9,4.4,2.8
27000,Minnesota,1999,76.1,81.4,76.4,81.6,70.8,76.4,4.4,2.8
27000,Minnesota,2000,76.6,81.8,76.9,82,70.7,76.2,4.4,2.8
27000,Minnesota,2001,76.8,81.9,77.1,82.1,69.5,77.3,4.4,2.8
27000,Minnesota,2002,76.8,81.8,77,81.9,70.1,78,4.4,2.8
27000,Minnesota,2003,77.3,82.3,77.5,82.4,72.6,77.5,4.4,2.8
27000,Minnesota,2004,77.7,82.5,78,82.7,72.1,77.5,4.4,2.8
27000,Minnesota,2005,77.7,82.4,78,82.7,73.3,76.6,4.4,2.8
27000,Minnesota,2006,78,82.5,78.3,82.8,72.7,77.9,4.4,2.8
27000,Minnesota,2007,78,83,78.4,83.2,69.8,78.8,4.4,2.8
27000,Minnesota,2008,78.2,82.8,78.5,83.1,72.9,78.3,4.4,2.8
27000,Minnesota,2009,78.5,83.3,78.8,83.6,73.4,79.4,4.4,2.8
28000,Mississippi,1987,68.9,76.9,70.6,78.4,65.2,73.8,2.9,1.4
28000,Mississippi,1988,69.2,77.1,70.8,78.6,65.3,73.9,2.9,1.4
28000,Mississippi,1989,68.8,76.9,70.4,78.6,64.7,73.6,2.9,1.4
28000,Mississippi,1990,68.9,77.2,70.9,79,64.6,74,2.9,1.4
28000,Mississippi,1991,68.9,77.1,71,78.9,64.4,73.4,2.9,1.4
28000,Mississippi,1992,69.2,77.2,71.2,79,65.1,74,2.9,1.4
28000,Mississippi,1993,68.9,77.2,71,79,64.4,73.7,2.9,1.4
28000,Mississippi,1994,69.2,76.7,71.5,78.7,64.5,73.2,2.9,1.4
28000,Mississippi,1995,69.1,77.2,71.2,78.8,64.9,74.1,2.9,1.4
28000,Mississippi,1996,69.7,77.3,71.7,78.9,65.4,73.9,2.9,1.4
28000,Mississippi,1997,69.9,77,72.1,78.7,65.6,73.7,2.9,1.4
28000,Mississippi,1998,69.9,77.1,71.9,78.7,65.9,73.9,2.9,1.4
28000,Mississippi,1999,70.1,77.1,71.7,78.8,66.4,74,2.9,1.4
28000,Mississippi,2000,70.3,76.8,71.8,78.3,66.8,74,2.9,1.4
28000,Mississippi,2001,70.5,77.2,72.3,78.6,66.7,74.2,2.9,1.4
28000,Mississippi,2002,70.5,77,72.3,78.6,66.6,73.9,2.9,1.4
28000,Mississippi,2003,70.7,77,72.5,78.4,67,74.3,2.9,1.4
28000,Mississippi,2004,70.8,77.7,72.2,79.2,67.5,74.9,2.9,1.4
28000,Mississippi,2005,70.5,77.2,72,78.5,67.1,74.8,2.9,1.4
28000,Mississippi,2006,70.7,77.5,72.4,78.8,67.4,74.9,2.9,1.4
28000,Mississippi,2007,70.9,77.9,72.4,79.1,67.5,75.4,2.9,1.4
28000,Mississippi,2008,71.4,77.8,72.9,78.7,68.1,75.9,2.9,1.4
28000,Mississippi,2009,71.8,78.3,73.1,79.5,68.9,75.9,2.9,1.4
29000,Missouri,1987,71.3,78.4,72,78.9,63.6,73.4,3.5,1.8
29000,Missouri,1988,71.2,78.6,72,79.2,63.5,73.5,3.5,1.8
29000,Missouri,1989,71.5,78.8,72.3,79.5,63.4,73.3,3.5,1.8
29000,Missouri,1990,71.6,78.9,72.5,79.5,63.3,73.2,3.5,1.8
29000,Missouri,1991,71.4,78.9,72.4,79.7,62.2,72.9,3.5,1.8
29000,Missouri,1992,71.8,79.2,72.9,79.8,62.4,73.9,3.5,1.8
29000,Missouri,1993,71.6,78.8,72.6,79.4,62.3,73.6,3.5,1.8
